id,issn,erih_id
7,"['1461-7005', '1362-3613']",438299
16,"['0047-2875', '1552-6763']",411958
39,"['0013-161X', '1552-3519']",440087
191,"['0013-1644', '1552-3888']",423797
1,"['1094-4281', '1552-7425']",445481
19,"['0143-831X', '1461-7099']",340935
3,"['1354-0661', '1460-3713']",342825
27,"['1461-7226', '0020-8523']",341294
27,"['0163-2787', '1552-3918']",440527
5,"['1461-4456', '1461-7080']",439919
85,"['0146-6216', '1552-3497']",437942
35,"['0021-9894', '1741-6442']",442635
15,"['0967-0106', '1460-3640']",341164
3,"['1356-3890', '1461-7153']",440526
37,"['1552-390X', '0013-9165']",343684
22,"['1552-3977', '0891-2432']",430583
14,"['1552-5457', '0075-4242']",442852
10,"['1552-6526', '0261-927X']",443187
30,"['1552-5481', '0192-513X']",442914
10,"['1552-8448', '1077-8012']",448049
22,"['0267-3231', '1460-3705']",342677
10,"['1461-7056', '1354-067X']",412123
27,"['1552-4167', '0145-4455']",438350
4,"['1359-1053', '1461-7277']",342588
34,"['0093-8548', '1552-3594']",439555
26,"['0034-4087', '1547-3201']",446387
9,"['1363-4607', '1461-7382']",416744
12,"['1552-5414', '0891-2416']",442696
2,"['1741-3095', '1462-4745']",446248
61,"['0170-8406', '1741-3044']",341656
7,"['0899-7640', '1552-7395']",445251
29,"['0163-4437', '1460-3675']",340413
77,"['1460-3578', '0022-3433']",339805
73,"['1552-7433', '0146-1672']",445664
30,"['1461-7447', '0959-3543']",447737
37,"['1552-6518', '0886-2605']",413929
29,"['0093-6502', '1552-3810']",439282
17,"['0895-9048', '1552-3896']",440095
10,"['1552-3020', '0886-1099']",437414
27,"['0010-8367', '1460-3691']",341375
13,"['1073-1911', '1552-3489']",438173
1,"['1470-5931', '1741-301X']",444575
20,"['1461-7048', '0921-3740']",439642
21,"['2044-8309', '0144-6665']",341449
1,"['0950-0170', '1469-8722']",341902
7,"['1552-7824', '0092-0703']",343304
8,"['1461-7013', '0907-5682']",340457
2,"['1465-1165', '1741-2757']",440519
8,"['1059-7123', '1741-2633']",437275
9,"['0952-6951', '1461-720X']",441215
18,"['1460-3624', '0957-9265']",439917
17,"['1461-703X', '0261-0183']",340594
73,"['1552-3861', '0011-0000']",439542
11,"['1354-0688', '1460-3683']",342774
14,"['1552-4205', '0007-6503']",438754
2,"['1552-7565', '1077-8004']",446261
18,"['0275-0740', '1552-3357']",437633
29,"['0010-4140', '1552-3829']",339954
16,"['0392-1921', '1467-7695']",439909
20,"['0888-3254', '1533-8371']",340057
8,"['1069-3971', '1552-3578']",439615
20,"['1460-3608', '0265-4075']",443737
6,"['1461-7129', '0959-6801']",440446
21,"['1461-7323', '1350-5084']",445477
37,"['1460-3659', '0306-3127']",341858
9,"['1355-3259', '2044-8333']",421778
33,"['0193-841X', '1552-3926']",440530
3,"['1741-2951', '1469-6053']",443738
15,"['0951-6298', '1460-3667']",341606
2,"['1078-0874', '1552-8332']",447975
2,"['1461-7021', '1359-1045']",439148
17,"['0741-7136', '1552-3047']",343654
69,"['1552-8766', '0022-0027']",341332
6,"['1552-8766', '0022-0027']",341332
4,"['1651-2278', '1403-6096']",413517
2,"['1741-2951', '1469-6053']",443738
2,"['1461-7048', '0921-3740']",439642
7,"['1552-7565', '1077-8004']",446261
11,"['1552-7824', '0092-0703']",343304
6,"['0193-841X', '1552-3926']",440530
5,"['1470-5931', '1741-301X']",444575
10,"['1552-3861', '0011-0000']",439542
5,"['0300-9483', '1502-3885']",341032
12,"['0047-2875', '1552-6763']",411958
7,"['0170-8406', '1741-3044']",341656
5,"['1741-282X', '0018-7267']",342897
7,"['1094-4281', '1552-7425']",445481
10,"['1355-3259', '2044-8333']",421778
7,"['1461-7005', '1362-3613']",438299
2,"['1741-2625', '1469-7874']",437269
10,"['1741-2722', '1461-9571']",440415
114,"['1081-1826', '1558-3708']",447272
12,"['0967-0106', '1460-3640']",341164
16,"['1552-6127', '1090-1981']",441080
2,"['1460-3551', '1367-5494']",341525
8,"['1741-3095', '1462-4745']",446248
7,"['1552-5414', '0891-2416']",442696
10,"['0013-1644', '1552-3888']",423797
9,"['0959-3535', '1461-7161']",340467
7,"['1552-8448', '1077-8012']",448049
6,"['1461-703X', '0261-0183']",340594
6,"['0741-7136', '1552-3047']",343654
5,"['1461-7226', '0020-8523']",341294
17,"['1552-6518', '0886-2605']",413929
9,"['1460-3624', '0957-9265']",439917
6,"['1552-4167', '0145-4455']",438350
6,"['1461-7056', '1354-067X']",412123
8,"['1461-4456', '1461-7080']",439919
11,"['0895-9048', '1552-3896']",440095
11,"['0163-4437', '1460-3675']",340413
11,"['1552-7433', '0146-1672']",445664
30,"['0267-257X', '1472-1376']",443259
4,"['1461-7021', '1359-1045']",439148
4,"['1359-1053', '1461-7277']",342588
8,"['1460-3578', '0022-3433']",339805
26,"['0021-9894', '1741-6442']",442635
13,"['1461-7323', '1350-5084']",445477
4,"['1461-7447', '0959-3543']",447737
7,"['1741-2773', '1464-7001']",440623
3,"['1461-7129', '0959-6801']",440446
36,"['2044-8309', '0144-6665']",341449
7,"['1401-5439', '1651-2022']",341953
1,"['1741-2773', '1464-7001']",440623
1,"['0267-257X', '1472-1376']",443259
985,"['1470-1553', '1060-1503']",448043
1,"['1461-7129', '0959-6801']",440446
11,"['1651-2278', '1403-6096']",413517
1,"['1359-1053', '1461-7277']",342588
1,"['1741-2625', '1469-7874']",437269
2,"['1460-3624', '0957-9265']",439917
388,['0005-7894'],438351
945,['0005-7916'],340223
962,"['0032-3217', '1467-9248']",433601
321,"['0892-7537', '1573-7802']",444118
40,"['2667-4874', '1300-1272']",496380
73,['2667-4750'],474122
144,"['2075-9827', '2313-0210']",487807
1000,"['1758-535X', '1079-5006']",444137
144,"['2313-0679', '2313-0660']",490637
350,"['0007-0955', '1464-3529']",343485
119,['0323-7982'],448266
46,"['1588-2810', '0324-4652']",445085
12,['2071-3797'],486934
2,"['0038-1527', '1873-930X']",477494
312,"['1470-1138', '0263-5143']",446434
503,"['1470-1138', '0263-5143']",446434
533,"['2052-6148', '0263-7189']",449260
955,"['1465-3303', '0816-4649']",438258
842,"['1569-9668', '0521-9744']",438318
7,['0522-8468'],502243
1000,"['0033-2917', '1469-8978']",341159
28,['0524-4544'],493998
262,"['2040-8064', '2040-8056']",491325
60,['1865-5866'],487502
405,"['1775-4283', '1281-2463']",476337
74,"['2161-4741', '1074-164X']",470364
360,"['0018-9359', '1557-9638']",441407
640,"['0018-9359', '1557-9638']",441407
468,"['1461-7404', '0037-7686']",446993
532,"['1461-7404', '0037-7686']",446993
1000,"['0090-5992', '1465-3923']",342346
16,"['2613-8794', '2613-8808']",499095
153,"['2613-8751', '0378-7680']",472376
266,['1950-5701'],490827
37,['1949-9833'],476618
1000,"['1573-0697', '0167-4544']",442524
37,"['1133-0104', '2174-0887']",472147
102,['2174-0747'],488048
77,"['2174-3347', '0211-6642']",482005
37,"['1888-0967', '2174-081X']",476357
70,"['0213-2370', '2174-0917']",471167
44,"['0014-1836', '2156-7417']",440368
10,"['2174-1611', '1578-3820']",498368
66,"['0014-1844', '1469-588X']",340512
85,"['2174-0925', '0214-3402']",493344
23,"['2174-0690', '1132-9947']",485444
412,"['0014-1844', '1469-588X']",340512
1000,"['0733-4648', '1552-4523']",442418
1000,"['1432-0762', '0340-5443']",342000
339,['0047-2352'],442721
1000,['0042-6989'],342510
661,['0047-2352'],442721
39,"['1637-5823', '2431-1472']",483340
976,"['1471-0048', '1471-003X']",425568
24,"['1471-0048', '1471-003X']",425568
1,['2308-8850'],494595
999,"['0009-3920', '1467-8624']",439030
1000,"['1939-1455', '0033-2909']",446189
1000,"['0021-9010', '1939-1854']",442433
37,"['1939-2222', '0096-3445']",442907
963,"['1939-2222', '0096-3445']",442907
406,"['1988-8368', '0018-2141']",441159
45,"['2397-9704', '2397-9712']",494800
161,"['1988-8333', '0210-847X']",481993
213,"['1988-8325', '0569-9878']",479724
356,"['2374-5118', '2374-5126']",486387
26,"['1224-0869', '2065-9474']",494634
1000,"['1573-6679', '0031-2789']",445608
6,"['2393-3682', '1224-5704']",482988
3,"['2067-5860', '1224-032X']",482987
1477,"['0031-4005', '1098-4275']",340879
32,"['1848-7971', '1846-5412']",485494
2337,['1932-6203'],470652
4000,['1932-6203'],470652
4000,['1932-6203'],470652
946,['1932-6203'],470652
12,['2070-5476'],498625
319,"['1492-1413', '1188-7109']",485606
935,"['0026-0452', '1492-1421']",423750
187,"['0076-8820', '2330-796X']",444848
581,"['0017-257X', '1477-7053']",343192
396,"['2325-2324', '0362-5028']",483994
995,"['0013-0133', '1468-0297']",341784
423,"['1540-4560', '0022-4537']",443742
1000,['0167-9236'],439794
576,"['1540-4560', '0022-4537']",443742
133,['0024-3841'],342283
867,['0024-3841'],342283
47,['1804-2724'],488695
63,"['1804-509X', '1804-5081']",485432
50,"['1804-526X', '1805-8868']",484814
1,"['1804-1191', '1804-4999']",489026
84,"['2553-6087', '2496-4476']",490688
1000,"['1460-2113', '0026-4423']",444849
669,"['0008-3968', '1923-3051']",341536
2,['2497-3610'],502036
2,['2755-0923'],503325
27,"['2585-8947', '2585-8955']",493615
1,"['1337-8163', '2585-8459']",486991
88,"['2254-9099', '1885-446X']",484913
102,"['2254-9307', '1133-3634']",484031
8,"['1697-0810', '2255-0771']",486222
12,"['2238-2097', '0104-5962']",502823
9,"['2232-9935', '2232-996X']",491618
61,['2255-0461'],486633
10,"['2171-0147', '2254-9633']",485906
190,"['2255-1271', '1578-908X']",490537
31,"['2254-9099', '1885-446X']",484913
1,"['1844-5292', '1018-0389']",503228
82,['2172-9077'],485762
1000,"['1938-1328', '0021-9584']",442558
7,['2082-7539'],485234
73,"['2719-3276', '1896-656X']",497955
1,"['2082-7806', '2543-408X']",499202
15,"['2082-8578', '2544-5219']",484873
41,['2719-3454'],498683
270,"['2082-8799', '1899-1998']",484796
11,['2082-8411'],485862
6,['2082-6931'],502617
4,['2082-7067'],500383
6,['2082-8322'],502079
26,"['2295-3493', '2507-0363']",485655
88,['2295-5739'],444433
112,"['2082-9701', '2720-0078']",485412
14,"['1968-3936', '0988-1824']",482702
265,"['0393-2516', '1972-5558']",446660
1000,"['1469-1779', '0144-686X']",432451
462,['2525-4863'],489279
67,['2525-4715'],497528
36,['2525-426X'],491683
969,"['0018-2656', '1468-2303']",441201
3,['2392-2338'],486171
30,['2392-1943'],505358
37,"['2392-1633', '2080-1807']",486151
96,"['2392-1641', '2450-0097']",494074
119,['1759-0434'],489166
54,"['2544-5812', '0137-4176']",485397
9,['0137-298X'],481869
130,['2602-2834'],493253
19,['0137-3285'],500274
25,"['0137-4346', '2544-3135']",496806
1,"['2719-6976', '0137-4079']",481871
4,"['2353-303X', '0137-3587']",499162
85,['0137-4729'],502084
99,"['0137-4346', '2544-3135']",496806
28,['2084-1426'],484968
52,"['2084-3860', '1895-975X']",486264
6,"['2353-7132', '2084-137X']",484774
37,"['2084-3844', '2082-0984']",485105
1,"['2084-3887', '0867-5392']",482544
24,"['2084-3909', '1897-3426']",486190
77,['2084-3364'],486041
7,"['1899-3028', '2084-3941']",483874
21,"['2084-2589', '0137-2904']",478910
5,"['2300-858X', '2084-3356']",484740
15,"['1733-5760', '2084-3925']",486195
55,"['1895-6297', '2084-3879']",484152
8,"['2084-3852', '0239-9989']",468476
265,"['2084-1965', '2083-5205']",484825
45,"['2084-395X', '1897-1962']",485869
46,"['2084-2627', '1731-7398']",486193
38,"['1732-8705', '2084-3917']",486197
26,"['1897-3035', '2084-3933']",486110
213,"['0004-8402', '1471-6828']",438237
48,"['0004-8402', '1471-6828']",438237
213,"['0209-3324', '2450-1549']",499807
179,"['2047-993X', '1750-2705']",477341
49,"['2657-5213', '0137-1673']",483950
21,"['2657-487X', '2084-8099']",491011
7,"['1641-3792', '2657-4837']",486827
39,['2657-4047'],498942
47,"['2657-4381', '2544-7238']",497799
50,"['0023-589X', '2657-4020']",481605
19,"['2657-4373', '1506-6541']",496673
23,"['2657-506X', '1231-1960']",482999
8,"['2657-5337', '0078-6500']",481795
24,"['2657-4004', '0079-7138']",481799
1000,['0305-0483'],340553
934,"['0014-4819', '1432-1106']",343707
55,['1309-4602'],497636
629,['0006-8993'],341662
58,['2149-6544'],489971
2371,['0006-8993'],341662
95,['1300-6355'],483035
34,['2149-7826'],491606
64,['1300-7319'],495181
149,"['2078-9912', '2518-1963']",494567
55,"['1846-8551', '2507-041X']",474903
52,"['1846-9213', '1846-8527']",484875
1,"['1846-9418', '1846-3312']",496491
34,"['1847-0459', '0584-9063']",489002
63,['1306-6218'],503469
52,"['1588-4309', '1585-079X']",483290
299,"['1588-2519', '1585-1923']",471871
27,"['1029-8649', '2045-4147']",445001
687,"['1029-8649', '2045-4147']",445001
208,"['1894-1257', '1504-4556']",435962
393,['1708-6310'],493248
13,['2550-6587'],491109
20,['2541-884X'],491135
183,"['1989-9904', '0213-2338']",484452
4,['2541-8823'],497628
366,['1989-9947'],489112
4,"['1696-8166', '1989-9998']",483372
881,"['2541-9099', '2071-8160']",485973
122,"['1989-9971', '1133-0473']",494160
66,"['0014-4819', '1432-1106']",343707
27,"['1868-9418', '1431-5041']",483173
863,"['1479-5760', '1046-2937']",447443
18,"['1569-9889', '0272-2690']",444297
33,"['0967-0106', '1460-3640']",341164
119,"['2045-9815', '2045-9807']",493666
4,['2737-9493'],500521
31,['2737-6222'],503167
67,"['2073-7203', '2073-7211']",486952
191,"['1809-4031', '1809-4309']",496952
16,['1809-3507'],494154
12,"['2738-1072', '2738-1064']",504200
30,['2737-6230'],503168
332,"['1392-1258', '2424-6166']",498652
59,['2570-5857'],492981
7,['2566-4638'],498529
158,['2013-6374'],485816
2,['2013-8652'],493246
64,"['1667-4545', '1515-1867']",501960
1,"['1667-2003', '2524-9274']",497067
45,['2013-6757'],486738
104,['2013-6196'],485911
53,"['2520-2855', '2520-2863']",496981
53,"['2519-9986', '2520-3258']",496826
66,"['2520-2685', '2520-2677']",497834
234,['2393-1140'],486103
1,"['2393-1078', '2393-0624']",486075
32,"['1454-864X', '2392-8956']",494249
1,"['2392-9472', '2392-862X']",489940
44,['2520-2979'],490774
7,['2393-1353'],488760
5,"['2392-8166', '2392-8174']",488339
16,['2392-8441'],490639
216,['2444-569X'],490508
28,['1124-1004'],486034
271,"['2193-0066', '2193-0074']",503935
432,['0003-6870'],339932
999,"['0003-5033', '1955-2580']",437812
568,['0003-6870'],339932
24,"['1972-523X', '1127-0195']",465839
160,['1983-9928'],478141
82,"['1855-363X', '1581-5374']",475408
66,['1855-0541'],487503
36,"['1855-3303', '2335-4194']",490524
29,"['1581-6311', '1854-6935']",468701
39,"['2175-7976', '1414-722X']",496630
215,"['1855-363X', '1581-5374']",475408
56,"['2410-9274', '2410-0706']",486261
105,"['0801-3322', '1504-3134']",339944
128,"['1890-7008', '0809-7291']",468273
7,['2451-7836'],494232
10,['2380-4076'],499021
7,['1429-0618'],483170
46,['1428-9512'],488932
8,"['2719-3780', '1428-149X']",475791
136,"['2169-7132', '1526-1018']",442475
3,['1526-0569'],440341
75,['2049-7547'],480650
35,"['2049-7555', '2049-7563']",485154
361,"['1321-8166', '2049-7792']",451513
557,"['2049-7784', '1326-0111']",471683
21,['2313-4895'],491159
402,"['1572-8730', '0039-3215']",447227
62,['2313-5433'],485166
83,['2313-4569'],494060
33,"['2443-9991', '0213-7771']",485568
18,"['2310-3507', '2523-6113']",504636
21,"['2443-9991', '0213-7771']",485568
12,"['2517-9896', '2523-6687']",498398
632,"['1389-224X', '1750-8622']",447598
1,"['2411-3204', '2413-7596']",486915
43,"['2415-7198', '2411-345X']",501801
409,"['1461-734X', '0191-4537']",445742
4,"['2413-7588', '2411-3239']",486918
507,['0191-8869'],341793
493,['0191-8869'],341793
1000,"['1810-3057', '1727-9232']",468479
15,['2238-8346'],501829
7,['2238-8060'],487096
569,"['1364-8470', '1469-2910']",437860
3,['2238-8052'],499096
49,"['1364-8470', '1469-2910']",437860
4,"['2618-8546', '2227-6874']",490904
94,['2065-0574'],503139
1,['2065-0175'],480254
60,['2064-9940'],487500
50,['2545-384X'],496735
21,['2373-5929'],487134
54,"['2545-3971', '1429-2173']",485652
6,"['2411-1309', '2411-7447']",497626
141,['1849-1162'],487234
1,"['1134-2277', '2255-5838']",482903
2,['1849-1111'],496593
8,"['1849-1723', '1848-1299']",497215
5,"['0582-673X', '1849-0999']",482414
1,"['1849-5206', '1849-3645']",485844
2,"['1849-1049', '0583-6255']",484500
2,"['1849-2339', '2459-5160']",488751
48,"['1132-2373', '2255-5463']",447915
4,"['1849-6547', '0553-6707']",482376
3,['1849-661X'],494668
2,"['1849-5206', '1849-3645']",485844
79,"['1331-8004', '1846-7520']",474343
150,['1982-6486'],498986
8,['1331-9914'],477360
222,"['1696-5043', '1989-7413']",484925
70,['2159-0303'],481288
17,['2543-6430'],499939
436,"['1532-8023', '0098-6283']",447387
564,"['1532-8023', '0098-6283']",447387
1000,"['1526-5501', '0025-1909']",444535
1,"['2178-2466', '1676-8558']",494068
2,['2178-2571'],503559
196,"['2178-2822', '1677-2504']",485801
54,"['2178-2679', '1809-0249']",499606
42,['2014-3613'],487102
36,['1769-7069'],473262
1000,"['0734-2829', '1557-5144']",428231
31,['2682-972X'],502378
907,"['1872-4353', '1176-7529']",468887
229,['2448-3583'],491619
9,['2448-3931'],489222
3,"['1516-1692', '2448-3338']",499057
14,['2448-3923'],496976
183,"['1870-3925', '2448-4849']",493198
93,"['1872-4353', '1176-7529']",468887
93,"['1736-8987', '2228-1339']",485747
111,['2228-0987'],471784
40,"['2228-2017', '2228-2009']",484808
139,['2228-0596'],483520
10,"['2228-4745', '1736-6852']",486053
16,"['1406-3859', '2228-3897']",483137
42,"['1406-0701', '2228-4729']",468461
116,['2334-4415'],483247
44,"['1736-5899', '2228-110X']",486054
350,['1765-2723'],471984
372,['1733-8069'],485251
36,['1980-0614'],502280
963,"['1745-9133', '1538-6473']",487475
330,"['1471-6917', '0955-2340']",443174
560,"['1477-4674', '0955-2359']",448356
62,"['2542-5277', '2542-5285']",496472
181,['2543-912X'],491676
4,['2544-090X'],499188
955,"['1502-3923', '0020-174X']",342849
218,"['2196-7008', '0031-7985']",445721
782,"['2196-7008', '0031-7985']",445721
283,"['2157-5665', '2194-6175']",477273
6,['2413-4139'],497191
96,"['1125-3789', '2385-3042']",493859
64,"['2411-5940', '2413-4465']",490861
114,"['1794-7154', '2382-3240']",501720
1000,['0160-6689'],442611
546,"['1057-9249', '1099-1611']",446213
980,"['0002-953X', '1535-7228']",341881
966,['0166-4328'],343622
34,['0166-4328'],343622
20,"['0002-953X', '1535-7228']",341881
141,"['0717-3202', '0718-1795']",494211
33,"['1943-1538', '2377-8784']",499569
49,['2049-1565'],484935
71,"['1800-8755', '1800-8763']",483667
74,"['0163-9641', '1097-0355', '0738-0151', '1573-2797', '0041-0608']",342121
370,"['0164-0275', '1552-7573']",446440
445,"['0001-8392', '1930-3815']",437285
16,['2059-2949'],504668
368,['1746-6660'],470710
28,['1746-6660'],470710
1000,['0305-4403'],442447
531,"['2167-6984', '2167-6968']",489991
314,['0033-4987'],446258
270,"['1573-7845', '0033-5177']",446266
1000,"['0033-5894', '1096-0287']",341263
1000,"['1469-5898', '0304-3797']",340621
77,['1519-5538'],472323
14,['2519-2590'],490674
45,['1505-2192'],476248
171,['1504-9922'],471082
450,"['1988-2793', '1130-2496']",482873
9,['0123-8884'],486542
640,"['0123-885X', '1900-5180']",473941
25,"['1355-3259', '2044-8333']",421778
906,"['0067-270X', '1945-5534']",438317
5,['2448-0320'],497328
56,['2447-9543'],495300
10,['2448-0460'],491542
1,"['2321-7278', '2321-7286']",486350
1000,"['1940-9222', '1048-1885']",446177
144,['2236-0972'],485704
17,"['2236-0859', '2177-0026']",496528
414,"['1365-1005', '1469-8056']",444501
1000,['1664-1078'],477519
1000,"['1939-8271', '0003-1224']",340523
136,"['2210-4380', '2210-4372']",477333
181,['0196-206X'],341588
203,['0145-2258'],437424
999,"['0145-6008', '1530-0277']",437499
818,['0145-2134'],341056
364,['1542-4286'],439239
982,"['1061-3773', '1099-0542']",439382
61,"['2677-4224', '1253-9708']",449281
596,['0376-6357'],470217
404,['0376-6357'],470217
338,"['0261-510X', '2044-835X']",343162
174,"['0261-4367', '1466-4496']",340841
754,"['0261-4448', '1475-3049']",444300
233,"['0261-510X', '2044-835X']",343162
195,"['1572-3429', '1875-8185']",476487
138,"['1876-3375', '1876-3367']",475499
26,['1425-3534'],486895
312,"['1663-4837', '1422-0857']",475040
438,"['1430-0532', '1613-415X']",444432
963,"['0090-4392', '1520-6629']",442645
102,"['1878-1373', '1878-1527']",480947
